Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact
S08548,Michael Murphy,2010-09-25,Grade 1,888-347-5076
S08549,Carrie Reed,2011-04-02,Grade 1,890-446-7145
S08550,Nicole Simmons,2014-07-03,Grade 5,931-021-9980
S08551,Rachel Davis,2009-07-19,Grade 1,396-401-8693
S08552,Brett Williams,2006-12-20,Grade 2,321-752-6479
S08553,Kenneth Roach,2008-10-13,Grade 1,478-500-5140
S08554,Jennifer Jacobson,2017-08-08,Grade 3,961-385-5951
S08555,William Salinas,2009-10-27,Grade 4,803-448-4442
S08556,Maria Allen,2013-07-22,Grade 1,292-582-7512
S08557,Tanya Hill,2011-05-08,Grade 2,886-569-3464
S08558,Daniel King,2009-02-05,Grade 3,106-011-5694
S08559,david bowman,2010-05-26,Grade 3,402-661-7956
S08560,Amanda Bush,2007-11-19,Grade 3,755-773-3465
S08561,Rachel White,2017-05-30,Grade 3,399-963-1591
S08562,Karen Schwartz,2009-06-20,Grade 2,812-226-5178
S08563,Michelle Taylor,2009-08-06,Grade 2,208-846-4501
S08564,Thomas Marshall,2006-04-21,Grade 3,884-663-0643
S08565,molly powell,2013-08-21,Grade 4,044-940-6387
S08566,Julie Castro,2008-08-31,Grade 4,571-964-8561
S08567,Barry Vincent,2013-04-05,Grade 5,786-565-2205
S08568,Eric Robinson,2014-02-18,Grade 2,935-175-7462
S08569,Mason Smith,2008-11-03,Grade 5,unknown
S08570,Gina Mcfarland,2009-06-15,Grade 4,236-912-2957
S08571,joshua griffith,2007-09-14,Grade 4,513-333-2345
S08572,Steve Williams,2011-12-03,Grade 1,969-902-3639
S08573,Savannah Young,2010-06-14,Grade 5,984-864-8322
S08574,Samantha Dorsey,2007-12-06,Grade 4,238-211-0980
S08575,Patrick Conrad,2017-08-11,Grade 3,387-912-9044
S08576,Michele Wells,2008-03-16,Grade 5,767-371-3170
S08577,Heather Macdonald,2008-11-24,Grade 2,938-844-5745
S08578,Rachel Smith,2013-09-01,Grade 1,188-280-2069
S08579,Jocelyn Garcia,2009-08-29,Grade 5,226-833-3982
S08580,Shelby Porter,2006-03-18,Grade 4,779-501-6356
S08581,Matthew Wilson,2013-12-30,Grade 3,891-444-8119
S08582,David Cline,2017-01-19,Grade 4,unknown
S08583,Susan Lee,2007-01-03,Grade 4,302-352-9275
S08584,Jose Hill,2017-10-21,Grade 1,848-502-6794
S08585,Debra Johnson,2009-09-22,Grade 5,770-210-8933
S08586,lindsay brandt,2012-12-04,Grade 5,772-421-0311
S08587,Brenda Sanchez,2009-12-19,Grade 5,570-654-4047
S08588,Tyler Hodges,2015-12-13,Grade 4,252-386-8270
S08589,Tracey Walls,2008-08-12,Grade 4,314-041-9898
S08590,adam thomas,2014-09-21,Grade 1,440-583-0682
S08591,Kimberly Wright,2016-09-20,Grade 1,476-298-6059
S08592,Luke Gentry,2019-01-20,Grade 4,755-153-6697
S08593,jonathan morris,2007-08-26,Grade 3,340-269-0340
S08594,Heather Coleman,2019-01-22,Grade 5,990-599-7525
S08595,Timothy Smith,2013-08-04,Grade 1,499-524-4716
S08596,James Barry,2018-10-22,Grade 1,576-971-8456
S08597,Charles Hoffman,2014-11-14,Grade 4,283-243-5433
S08598,David Robinson,2006-06-26,Grade 4,217-595-1794
S08599,Matthew Rodriguez,2017-02-06,Grade 2,245-227-0811
S08600,Henry Thomas,2018-04-05,Grade 5,526-275-8098
S08601,Sarah Shannon,2011-02-24,Grade 4,162-457-1299
S08602,andrea williams md,2008-10-19,Grade 4,325-273-7429
S08603,Timothy Sanchez,2013-07-26,Grade 3,468-269-6064
S08604,William Morales,2017-11-16,Grade 3,722-734-9708
S08605,margaret garcia,2011-03-09,Grade 4,735-865-1643
S08606,michele franco,2008-04-09,Grade 3,298-142-5898
S08607,Renee Archer,2011-11-28,Grade 4,405-688-8929
S08608,Emily Brown,2015-10-04,Grade 5,840-554-0296
S08609,Thomas Rogers,2018-03-22,Grade 4,127-953-3305
S08610,Christopher Li,2010-11-07,Grade 5,892-106-1547
S08611,Madison Fletcher,2012-10-08,Grade 5,184-124-9357
S08612,Reginald Rodriguez,2009-04-24,Grade 1,925-433-4844
S08613,Adam Thompson,2009-11-11,Grade 4,603-694-5709
S08614,Jeffrey Vincent,2018-09-20,Grade 5,544-352-9570
S08615,Brian Hardy,2017-07-06,Grade 4,126-792-3585
S08616,Sean Adams,2016-02-01,Grade 4,811-212-6472
S08617,Michelle Nguyen,2013-04-23,Grade 1,453-488-1753
S08618,Mariah Bradshaw,2012-02-09,Grade 4,368-376-0687
S08619,Susan Williams,2015-10-21,Grade 1,423-237-6274
S08620,Heather Gaines,2018-12-22,Grade 4,290-909-1464
S08621,Jordan Clark,2013-11-24,Grade 1,548-450-4789
S08622,Scott Hill,2008-05-02,Grade 2,292-587-7331
S08623,Ashley Curtis,2009-09-06,Grade 4,554-269-8388
S08624,Jessica Hull,2017-04-14,Grade 1,847-950-8585
S08625,Tony Thomas,2017-05-07,Grade 2,392-814-6841
S08626,deborah jones,2016-12-11,Grade 5,844-772-0598
S08627,Charles Kelly,2015-11-15,Grade 5,200-240-8131
S08628,Gary Palmer,2011-05-28,Grade 3,575-514-7844
S08629,Michael Calderon,2010-03-30,Grade 1,613-675-2047
S08630,Roger Williams,2014-11-05,Grade 5,294-906-2074
S08631,Nichole Anderson,2010-09-01,Grade 3,252-726-0922
S08632,mark berry,2010-02-18,Grade 1,923-793-8389
S08633,Chelsea May,2008-06-09,Grade 2,880-965-0983
S08634,Brooke Watson,2018-02-20,Grade 2,731-854-6363
S08635,Michelle Wilson,2017-08-18,Grade 3,909-809-3023
S08636,Christian Mccullough,2010-05-22,Grade 4,970-456-7911
S08637,Christina Rodriguez,2006-03-12,Grade 2,349-615-9917
S08638,David Fields,2007-01-26,Grade 4,092-841-6481
S08639,Lauren Vasquez,2015-09-30,Grade 1,827-065-9348
S08640,Christian Lopez DVM,2008-07-11,Grade 4,879-211-6539
S08641,Amy Garza,2006-12-06,Grade 2,694-259-3397
S08642,Brandi Mccall,2013-07-20,Grade 2,721-853-0240
S08643,Gerald Arroyo,2007-12-25,Grade 1,886-532-8559
S08644,Susan Shelton,2017-10-29,Grade 1,448-340-0358
S08645,Sheryl Walters,2012-09-12,Grade 3,479-679-5912
S08646,Jennifer Edwards,2009-09-05,Grade 3,722-877-9980
S08647,Dorothy Wright,2008-05-14,Grade 4,533-647-6016
S08648,Randy Ramirez,2007-03-01,Grade 3,668-690-1036
S08649,amanda meyer,2009-08-23,Grade 2,914-890-5210
S08650,Mary Ramsey,2017-08-02,Grade 4,357-082-5531
S08651,rebecca adams,2012-02-26,Grade 1,514-378-1095
S08652,Patrick Wright,2010-03-19,Grade 4,849-912-2025
S08653,William Martin,2013-08-05,Grade 1,865-270-9009
S08654,John Thomas,2007-08-15,Grade 1,701-596-8979
S08655,Misty Ross,2015-08-08,Grade 3,570-381-9116
S08656,Charles Garcia,2008-08-01,Grade 2,244-674-9100
S08657,Nicholas Smith,2014-10-16,Grade 3,855-738-9529
S08658,Emily Cruz,2010-02-04,Grade 4,731-702-9064
S08659,Crystal Stewart,2012-07-11,Grade 1,384-023-2166
S08660,Elizabeth Hall,2016-07-09,Grade 2,495-557-6923
S08661,Jasmine Campbell,2010-08-04,Grade 3,918-363-1303
S08662,Lisa Erickson,2008-12-13,Grade 3,128-627-0847
S08663,Mariah Jones,2010-08-08,Grade 2,604-441-5595
S08664,Mrs. Stacie Trevino,2008-09-08,Grade 4,848-917-1351
S08665,dominique morris,2010-09-05,Grade 1,669-241-5889
S08666,Melanie Thompson,2012-03-13,Grade 5,520-390-0196
S08667,Cory Garcia,2014-09-20,Grade 5,809-545-2002
S08668,Justin Whitney,2014-01-15,Grade 5,151-685-9235
S08669,Jack Henderson,2013-07-11,Grade 4,750-636-3304
S08670,Gabriela Santos,2019-02-24,Grade 3,209-206-4388
S08671,Jason Mason,2007-12-22,Grade 2,391-568-8792
S08672,William Gomez,2018-05-25,Grade 5,907-934-7537
S08673,Denise Mejia,2007-06-10,Grade 4,994-775-2167
S08674,Stephen Perkins,2012-07-19,Grade 4,303-368-6808
S08675,Mrs. Jessica Mitchell DDS,2017-12-17,Grade 1,281-445-4742
S08676,Meagan Mathis,2015-05-19,Grade 1,559-116-4651
S08677,Christina Barnes,2011-10-03,Grade 4,744-644-0604
S08678,Danielle Powell,2010-08-02,Grade 2,750-007-8717
S08679,michelle gibson,2014-02-12,Grade 4,432-921-1082
S08680,Megan Keller,2017-09-03,Grade 3,959-058-5299
S08681,Rebecca Benitez,2018-04-28,Grade 3,485-738-3994
S08682,Troy Combs,2013-10-31,Grade 2,632-492-0944
S08683,Kenneth Brooks,2014-04-13,Grade 5,818-455-8903
S08684,Taylor Hall,2010-12-12,Grade 5,350-772-9391
S08685,Monica Weiss,2008-06-04,Grade 1,835-509-2389
S08686,Christopher Andrews,2018-01-30,Grade 3,979-591-9364
S08687,Kristi Thomas,2009-07-22,Grade 3,538-006-2007
S08688,ryan wilson,2009-06-08,Grade 1,853-275-1904
S08689,Nicole Golden,2016-09-28,Grade 5,425-827-6727
S08690,Justin Braun,2013-11-27,Grade 1,751-977-4041
S08691,Sherri Friedman,2011-01-23,Grade 4,412-076-2077
S08692,Kyle Mccarty,2017-10-03,Grade 4,663-244-5981
S08693,Jessica Ortega,2013-11-19,Grade 1,844-340-8988
S08694,Shane Zamora,2014-02-13,Grade 2,826-914-7979
S08695,Ryan Mullins,2018-09-26,Grade 4,280-789-6130
S08696,Kayla Fuentes,2015-04-30,Grade 5,978-902-2525
S08697,Shawn Riggs,2010-10-21,Grade 1,333-652-9409
S08698,Debra Hines,2012-02-04,Grade 2,875-903-5374
S08699,Latoya Ross,2008-08-09,Grade 3,332-777-2148
S08700,Ronnie Barr,2007-06-25,Grade 3,473-556-6039
S08701,Elizabeth Hoover,2019-02-13,Grade 2,unknown
S08702,charles parker,2007-05-26,Grade 2,921-015-6970
S08703,Franklin Johnston,2008-08-19,Grade 4,465-309-1487
S08704,Andres Pugh,2016-10-02,Grade 1,820-267-8557
S08705,Ana Wong,2015-01-13,Grade 2,418-396-7737
S08706,Eric Gibson,2018-02-08,Grade 1,208-061-9522
S08707,matthew parker,2015-05-16,Grade 4,208-958-7666
S08708,Ashley Davis,2018-11-11,Grade 4,511-989-9668
S08709,Michael Davis,2013-08-29,Grade 2,unknown
S08710,Charles Hicks,2012-12-28,Grade 5,438-645-3064
S08711,Erika Page,2006-09-24,Grade 1,483-661-5395
S08712,Stephen Frye,2009-01-19,Grade 4,435-956-3551
S08713,elaine shields,2010-05-30,Grade 1,519-306-0011
S08714,James Barnes,2016-10-13,Grade 3,040-824-9721
S08715,Morgan May,2018-05-05,Grade 1,554-328-5449
S08716,Michael Lucas,2011-05-10,Grade 3,516-875-9803
S08717,Darrell Gordon,2012-10-08,Grade 1,795-700-4535
S08718,Lauren Rush,2017-07-19,Grade 2,589-423-5865
S08719,Robert Arnold,2012-07-23,Grade 4,728-654-8911
S08720,Matthew Perez,2007-02-01,Grade 4,304-804-3384
S08721,William Shah,2007-12-16,Grade 4,244-646-0721
S08722,Jose Blankenship,2014-09-13,Grade 1,536-317-8720
S08723,bobby guerrero,2011-08-27,Grade 5,224-503-5958
S08724,Jasmine Thompson,2009-12-23,Grade 2,443-729-2653
S08725,Kelsey Warner,2014-11-09,Grade 3,927-864-5746
S08726,Evan Washington,2016-06-02,Grade 1,200-412-3905
S08727,Brandon Thompson,2017-08-30,Grade 4,732-504-6926
S08728,Daniel Smith,2017-07-18,Grade 5,213-687-2639
S08729,Stacy Mclean,2017-03-24,Grade 2,513-487-6116
S08730,Zachary Mitchell,2017-01-18,Grade 3,786-689-2646
S08731,Sandra Jones,2006-05-29,Grade 5,848-309-8102
S08732,Rodney Erickson,2012-01-20,Grade 4,unknown
S08733,Jacob Dillon,2014-03-28,Grade 2,697-297-5672
S08734,Donna Bass,2010-06-17,Grade 4,279-913-5176
S08735,Madison Thompson,2013-02-08,Grade 2,845-715-2339
S08736,Jacqueline Jackson,2013-08-08,Grade 1,669-730-9900
S08737,Erica Greene,2010-09-20,Grade 4,190-917-1480
S08738,Candace Chen,2010-04-02,Grade 2,568-315-5620
S08739,Christopher Wallace,2010-01-03,Grade 4,949-703-4214
S08740,Taylor Lopez,2016-10-03,Grade 5,260-466-2754
S08741,jacqueline cooper,2018-01-24,Grade 1,928-658-5485
S08742,michelle jones,2017-05-20,Grade 3,340-752-0106
S08743,Edgar Burns,2008-06-20,Grade 3,972-772-9199
S08744,Rita Foster,2010-04-24,Grade 3,352-782-2155
S08745,Jonathon Gonzalez,2006-10-11,Grade 1,903-785-9373
S08746,Melissa Gutierrez,2010-06-29,Grade 4,136-817-7418
S08747,Jasmin Wood,2017-05-10,Grade 5,979-549-3469
S08748,ryan allison,2015-10-04,Grade 1,unknown
S08749,Robert Marks,2014-10-28,Grade 3,536-718-0165
S08750,Dakota Walker,2019-03-06,Grade 4,217-345-3808
S08751,Ashlee Jacobs,2007-08-10,Grade 4,unknown
S08752,Steven Villarreal,2015-12-07,Grade 5,387-466-5594
S08753,Sergio Ward,2010-07-19,Grade 4,084-159-6289
S08754,Kevin Anderson,2008-10-20,Grade 4,337-081-6370
S08755,Katie Munoz,2014-04-21,Grade 2,548-993-5315
S08756,Robert Williams,2007-04-21,Grade 2,459-312-4884
S08757,Mark Curry,2018-07-10,Grade 1,624-627-7727
S08758,Jared Harris,2006-12-11,Grade 5,499-802-2504
S08759,Hannah Brown,2014-09-07,Grade 4,482-551-5371
S08760,Darren Jones,2006-05-13,Grade 1,438-229-3509
S08761,Debra Knapp,2019-02-21,Grade 4,906-536-2168
S08762,Michael Serrano,2013-06-18,Grade 1,406-721-5460
S08763,kelly delgado,2009-02-12,Grade 1,415-200-8795
S08764,Mary Eaton,2015-09-12,Grade 1,657-998-0510
S08765,Edward Rodriguez,2017-09-01,Grade 1,718-149-9470
S08766,William Wells,2016-06-08,Grade 1,334-993-2076
S08767,Morgan Huynh,2014-07-14,Grade 2,742-417-1356
S08768,Joanna Jones,2015-07-30,Grade 5,314-259-1601
S08769,nicholas soto,2006-05-27,Grade 1,501-309-3143
S08770,Anna Long,2014-12-19,Grade 1,116-681-9461
S08771,Jack Fox,2009-10-31,Grade 3,210-030-4606
S08772,Vanessa Nunez,2018-06-15,Grade 3,959-513-2451
S08773,Daniel Gill,2011-03-19,Grade 5,574-930-7093
S08774,Scott Stephens,2015-06-01,Grade 3,929-220-5720
S08775,Tammy Chavez,2015-12-25,Grade 1,833-190-0568
S08776,Martin Doyle,2009-11-01,Grade 5,346-612-9305
S08777,Savannah Duffy,2018-03-21,Grade 5,581-837-6620
S08778,Felicia Velasquez,2010-09-21,Grade 3,628-883-4422
S08779,Matthew Cervantes,2018-05-27,Grade 5,149-173-6886
S08780,Andrew Martinez,2013-06-24,Grade 4,951-098-3397
S08781,Wanda Clark,2011-05-07,Grade 4,unknown
S08782,Joanna Raymond,2017-04-12,Grade 2,072-674-6069
S08783,Amanda Baker,2010-11-14,Grade 2,464-990-7837
S08784,James Sanders,2016-05-11,Grade 1,805-264-5372
S08785,Mark Jackson,2012-06-20,Grade 3,397-706-4248
S08786,Jason Martin,2017-09-04,Grade 1,842-555-1559
S08787,Johnny Yang,2019-01-22,Grade 4,957-470-2840
S08788,Michael Jones,2018-08-22,Grade 1,591-383-2131
S08789,Tina Kennedy,2018-09-26,Grade 4,692-584-8436
S08790,Matthew Klein,2010-08-22,Grade 5,266-912-3789
S08791,Sylvia Sullivan,2019-01-07,Grade 4,334-648-3159
S08792,Jacob Garcia,2009-02-26,Grade 3,022-560-8131
S08793,Kayla Hall,2015-11-10,Grade 3,852-495-1250
S08794,Cynthia Flores,2008-05-28,Grade 1,584-167-8234
S08795,Matthew James,2014-02-22,Grade 1,695-708-3416
S08796,Margaret Figueroa,2017-02-07,Grade 5,312-552-8373
S08797,Todd Cooley,2015-08-22,Grade 5,743-851-7108
S08798,Mrs. Lori Fields DDS,2010-01-22,Grade 1,589-628-0095
S08799,Barbara Smith,2012-01-27,Grade 1,849-970-7110
S08800,Gabriella Lewis,2013-04-02,Grade 1,609-625-8641
S08801,Gary Kelly,2008-04-26,Grade 3,425-783-3459
S08802,Kathryn Roy,2008-12-23,Grade 1,960-887-4393
S08803,Laura Lynch,2012-04-20,Grade 2,475-970-2364
S08804,Karen Aguilar,2007-11-01,Grade 1,731-819-3307
S08805,Alexander Reed,2018-03-10,Grade 5,591-901-8228
S08806,kimberly west,2012-01-14,Grade 5,925-530-4263
S08807,David Weeks,2018-08-04,Grade 5,610-960-8494
S08808,Donald Davis,2016-06-25,Grade 2,005-269-5201
S08809,Anne Moss,2016-05-19,Grade 2,948-839-5573
S08810,James Mendoza,2015-03-28,Grade 2,964-420-7276
S08811,Anthony Snyder,2007-08-12,Grade 3,891-286-0450
S08812,Randall Williams,2015-08-04,Grade 5,716-982-4173
S08813,robert martinez,2006-05-23,Grade 3,678-427-6472
S08814,Ana King,2009-01-16,Grade 1,576-322-4882
S08815,Laura Adams,2016-01-09,Grade 5,589-547-6663
S08816,Joseph Meadows,2015-11-05,Grade 4,978-805-8966
S08817,Jason Johnson,2010-07-10,Grade 1,678-655-1027
S08818,Kyle Martinez,2015-02-06,Grade 2,742-626-5297
S08819,John Pennington,2017-06-17,Grade 3,517-753-2760
S08820,Dana Robinson,2016-10-07,Grade 3,unknown
S08821,Jennifer Klein,2009-04-03,Grade 4,608-429-5101
S08822,Elizabeth Wade,2015-08-06,Grade 5,260-206-3896
S08823,Connie Skinner,2010-09-04,Grade 5,414-943-3760
S08824,Jason Schneider,2006-11-23,Grade 3,unknown
S08825,Shawna Johnson,2017-10-12,Grade 2,847-221-0324
S08826,William Robinson,2010-02-04,Grade 4,531-585-3711
S08827,Kelly Walters,2008-02-07,Grade 1,821-550-8127
S08828,Jeremy Henderson,2016-07-30,Grade 4,220-605-4538
S08829,madison wilson,2009-01-30,Grade 5,819-323-2479
S08830,Anthony Martinez,2014-09-18,Grade 5,273-282-8030
S08831,stephen tran,2010-03-17,Grade 5,550-184-2792
S08832,John Franklin,2010-01-07,Grade 1,865-747-4109
S08833,Ashley Clark,2014-09-13,Grade 1,581-998-9611
S08834,Dr. Tyler Fitzgerald,2015-05-10,Grade 2,884-281-7244
S08835,Ruth Sanchez,2016-07-11,Grade 4,214-114-0704
S08836,Paul Yang,2011-10-19,Grade 2,364-643-4194
S08837,Kyle White,2017-08-22,Grade 3,195-967-9659
S08838,Jennifer Bishop,2016-10-01,Grade 2,695-606-0723
S08839,Donna Duran,2012-02-01,Grade 4,878-396-9997
S08840,Alexander Moreno,2011-07-28,Grade 3,874-246-5727
S08841,Jennifer Ford,2012-10-18,Grade 3,201-072-8709
S08842,Daniel Myers,2007-08-01,Grade 2,112-030-3249
S08843,Jeffrey Reed,2011-08-01,Grade 5,235-080-0846
S08844,Alicia Wyatt,2009-10-25,Grade 2,690-448-1060
S08845,Christopher Wells,2009-02-21,Grade 4,836-339-5831
S08846,Jamie Garcia,2017-10-27,Grade 4,596-481-4549
S08847,David Harper,2016-12-21,Grade 1,unknown
S08848,John Peterson,2006-12-28,Grade 5,363-303-3402
S08849,Duane White,2017-05-29,Grade 3,443-323-9482
S08850,Jose Miller,2006-04-25,Grade 5,909-730-6811
S08851,Jennifer Lambert,2014-06-21,Grade 2,240-613-1369
S08852,Robert Anderson,2012-04-29,Grade 4,883-738-6207
S08853,Kenneth Hunter,2013-11-04,Grade 3,733-576-8728
S08854,Michelle James,2010-08-05,Grade 3,011-323-6868
S08855,Sheri Beltran,2007-06-18,Grade 1,926-189-4476
S08856,Tara Garcia,2010-07-27,Grade 1,287-610-2175
S08857,Sarah Ayala,2017-07-19,Grade 2,906-847-8345
S08858,philip ortega,2009-10-19,Grade 4,435-697-2644
S08859,William Smith,2018-08-10,Grade 5,355-261-8093
S08860,Sheryl Ellis,2008-08-09,Grade 5,132-109-8470
S08861,Keith Moore,2018-04-09,Grade 1,171-779-9524
S08862,Michelle Miller,2008-11-11,Grade 3,305-486-0871
S08863,Anthony Novak,2010-10-14,Grade 5,226-801-8814
S08864,Joseph Hudson,2012-04-06,Grade 2,832-216-8161
S08865,Joshua Watson,2015-12-02,Grade 4,507-879-1418
S08866,Tony Pierce,2010-07-26,Grade 3,825-830-7366
S08867,John Harrell,2013-08-19,Grade 5,530-512-7249
S08868,Tracy Newman,2016-02-12,Grade 2,934-640-4423
S08869,Jeffrey Jensen,2014-12-12,Grade 5,371-122-9128
S08870,Mary Rocha,2012-07-27,Grade 3,660-611-1895
S08871,Christopher Patterson,2011-09-06,Grade 4,463-792-0117
S08872,Keith Garza,2018-10-02,Grade 4,161-240-5030
S08873,Joshua Kennedy,2013-07-20,Grade 4,961-915-7974
S08874,Colton Perry,2007-10-23,Grade 1,682-834-1374
S08875,Anna Sims,2016-03-30,Grade 4,291-814-2538
S08876,Timothy Mclaughlin,2012-05-16,Grade 4,767-957-4753
S08877,Maria Morgan,2015-10-13,Grade 1,432-475-1419
S08878,Paul Duran,2010-06-04,Grade 5,697-867-6564
S08879,Valerie James,2019-02-09,Grade 1,720-676-7018
S08880,Scott Chavez,2011-05-21,Grade 1,244-718-4507
S08881,Gerald Gardner,2010-12-30,Grade 1,474-660-6373
S08882,James Mosley,2018-04-20,Grade 4,825-213-8077
S08883,Angela King,2010-03-30,Grade 3,914-296-2228
S08884,Charles Watson,2008-01-29,Grade 4,845-281-6740
S08885,Joseph Williams,2013-03-31,Grade 1,624-898-7181
S08886,Dorothy Garza,2016-11-15,Grade 3,725-805-8848
S08887,Kevin Thomas,2006-07-15,Grade 1,399-124-2441
S08888,Jane Anderson,2018-01-08,Grade 1,787-092-2905
S08889,Crystal Brown,2012-10-27,Grade 3,553-711-2513
S08890,Chad Tanner,2010-10-18,Grade 2,450-456-5368
S08891,Janet Duffy,2015-11-25,Grade 3,223-474-3112
S08892,Emily Mack,2017-10-26,Grade 2,447-718-1492
S08893,kelly nolan,2010-01-23,Grade 1,877-117-5556
S08894,Cassandra Martin,2017-05-14,Grade 4,579-275-0665
S08895,linda young,2016-07-05,Grade 4,301-016-4813
S08896,Katherine Edwards,2008-07-15,Grade 3,884-799-5876
S08897,Rebecca Miller,2018-05-14,Grade 4,274-349-3883
S08898,Christopher Gonzales,2015-02-27,Grade 1,unknown
S08899,Alison Rios,2016-08-04,Grade 1,356-793-3691
S08900,Jose Porter,2015-02-13,Grade 2,385-927-0600
S08901,Lisa Harris,2012-11-01,Grade 4,435-975-1283
S08902,Crystal Santos,2016-11-11,Grade 5,939-580-6498
S08903,Crystal Mitchell,2010-07-25,Grade 2,026-390-7575
S08904,Rhonda Daniels,2007-02-20,Grade 5,837-007-0931
S08905,Ryan Mitchell,2007-06-24,Grade 2,425-348-5438
S08906,Anna Turner,2017-03-25,Grade 2,806-021-7777
S08907,Michelle Mejia,2006-05-17,Grade 2,962-313-1427
S08908,Jay Chan MD,2016-02-14,Grade 5,294-486-0560
S08909,Jose Sanchez,2011-02-23,Grade 1,513-267-2395
S08910,Bethany Everett,2008-01-02,Grade 4,unknown
S08911,Jimmy Jarvis,2016-07-30,Grade 4,368-099-7733
S08912,michael brown,2012-06-02,Grade 4,837-360-3729
S08913,Michael Matthews,2009-03-13,Grade 1,982-215-4112
S08914,Kathleen Melendez,2011-05-09,Grade 1,281-717-0733
S08915,Christopher Steele,2015-03-01,Grade 2,889-388-5801
S08916,Edward Wright,2017-02-02,Grade 4,790-466-1964
S08917,Cody Keith,2013-04-13,Grade 2,959-299-0554
S08918,Ashley Johnson,2018-12-17,Grade 2,962-676-7681
S08919,Susan Bentley,2016-07-11,Grade 4,707-116-4681
S08920,allen lutz,2013-05-17,Grade 4,558-738-8081
S08921,Stephanie Grimes,2006-08-25,Grade 2,940-792-2920
S08922,Michael Young,2014-09-18,Grade 5,915-166-6267
S08923,Melissa Castro,2006-08-28,Grade 2,284-207-2825
S08924,Kurt Baker,2010-05-09,Grade 1,449-434-6835
S08925,Diane Christensen,2017-10-09,Grade 2,257-665-8415
S08926,Sherry Reese,2013-08-09,Grade 2,unknown
S08927,Jessica Huber,2016-10-02,Grade 3,469-290-6602
S08928,Patricia Meyer,2011-09-09,Grade 5,881-614-9910
S08929,Johnathan Herman Jr.,2015-03-30,Grade 4,638-662-8642
S08930,Matthew Harding,2007-07-02,Grade 4,551-608-0413
S08931,Michelle Martin,2010-06-01,Grade 3,446-827-8360
S08932,Julie Kane,2009-09-09,Grade 3,959-551-6004
S08933,Scott Walker,2013-07-08,Grade 5,unknown
S08934,David Levine,2016-07-05,Grade 1,697-997-9812
S08935,Melissa Fisher,2016-04-19,Grade 5,785-767-2651
S08936,Priscilla Reynolds,2011-02-02,Grade 5,780-261-5072
S08937,Michael Johnson,2010-08-27,Grade 4,894-541-7571
S08938,Michael Foster,2009-12-16,Grade 5,353-497-8994
S08939,Brian Jefferson,2018-05-06,Grade 5,669-854-2982
S08940,Judith Ruiz,2018-03-11,Grade 2,519-328-7814
S08941,Jennifer Barnes,2011-12-15,Grade 3,967-123-5902
S08942,Brittany Turner,2008-11-07,Grade 4,143-375-7693
S08943,James Rice,2007-10-28,Grade 5,651-137-1322
S08944,Samantha Price,2016-02-17,Grade 3,637-263-7766
S08945,Carrie Kent,2006-10-30,Grade 4,310-920-6134
S08946,Alicia Hoover,2018-06-11,Grade 2,683-591-7669
S08947,Sarah Alexander,2013-04-14,Grade 4,794-616-8270
S08948,Jennifer Stein,2012-11-24,Grade 2,699-884-3844
S08949,Ethan Miller,2009-08-08,Grade 2,961-001-4708
S08950,Jason Lawrence,2006-11-16,Grade 3,825-506-1484
S08951,jordan hanna,2013-04-21,Grade 2,213-416-5332
S08952,Deanna Bailey,2016-04-05,Grade 1,392-739-4658
S08953,Jessica Garrett,2017-06-30,Grade 4,268-547-1856
S08954,Lindsay Brooks,2017-07-15,Grade 4,665-712-0167
S08955,Donna Martin,2011-07-18,Grade 3,850-316-6513
S08956,Brian Evans,2012-04-09,Grade 4,844-983-2938
S08957,ryan smith,2008-08-30,Grade 2,unknown
S08958,George Martinez,2012-11-12,Grade 4,728-318-8153
S08959,Edward Sanders,2018-12-21,Grade 5,309-689-8353
S08960,Sherry Smith,2006-04-19,Grade 2,541-214-4047
S08961,Brenda Herring,2012-04-22,Grade 2,974-669-3850
S08962,Karen Brewer,2009-01-27,Grade 4,798-436-5044
S08963,shelby bradley,2007-10-17,Grade 2,286-858-1300
S08964,jeremy todd,2007-04-17,Grade 3,393-745-3006
S08965,samantha carter,2011-12-10,Grade 4,863-852-0662
S08966,Courtney Cook,2009-08-09,Grade 4,739-635-7029
S08967,Michelle Richmond,2012-02-19,Grade 4,559-421-4574
S08968,Christina Matthews,2010-07-25,Grade 1,389-656-3633
S08969,Sandra Lee,2017-05-12,Grade 3,186-750-8647
S08970,Jessica Dunn,2014-01-29,Grade 4,642-716-9953
S08971,Scott Underwood,2014-01-29,Grade 1,842-985-4415
S08972,Brandon Blake,2014-09-08,Grade 5,152-781-0763
S08973,Jordan Davenport,2008-11-17,Grade 1,861-581-9217
S08974,Robin Ellison,2017-09-24,Grade 1,652-827-6697
S08975,Christina Clark,2014-09-01,Grade 3,unknown
S08976,Eric Foster,2006-05-12,Grade 3,480-829-7181
S08977,Shannon Dunn,2010-09-09,Grade 5,931-307-3296
S08978,david morrow,2016-10-01,Grade 4,484-899-0711
S08979,Samantha Alvarez,2014-08-05,Grade 1,412-037-0576
S08980,Jordan Liu,2015-10-16,Grade 3,353-790-4175
S08981,Patricia Brown,2008-12-25,Grade 2,526-166-4815
S08982,Dr. Catherine Cook,2014-12-30,Grade 5,288-941-6829
S08983,Keith Rios,2014-12-22,Grade 3,unknown
